,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,check,official_address,phone number,hours,website,url,rating,nearby_price,details_price,Yelp_price,category,type,multiple,how
599,73560,I S Food & Liquor Inc,-87.650612,41.779663,1025 W 63rd St,,Chicago,IL,60621.0,1313.0,COOK,False,False,ChIJc1S3UPwuDogR0TLwt-UYJKU,I & S Wine And Spirits,41.779615,-87.65059099999999,"1025 West 63rd Street, Chicago",0,"1025 W 63rd St, Chicago, IL 60621, USA",(773) 434-3896,"['Monday: 9:00 AM – 11:00 PM', 'Tuesday: 9:00 AM – 11:00 PM', 'Wednesday: 9:00 AM – 11:00 PM', 'Thursday: 9:00 AM – 11:00 PM', 'Friday: 9:00 AM – 12:00 AM', 'Saturday: 9:00 AM – 12:00 AM', 'Sunday: 11:00 AM – 9:00 PM']",,https://maps.google.com/?cid=11899663490332242641,4.5,,,,convenience store,"['liquor_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
600,73604,7-Eleven 33729A,-87.626633,41.89666,45 E Chicago Ave,,Chicago,IL,60611.0,2027.0,COOK,False,False,ChIJW4wbn6ssDogRVNrw0gla1gI,7-Eleven,41.89648740000001,-87.6264918,"45 East Chicago Avenue, Chicago",0,"45 E Chicago Ave, Chicago, IL 60611, USA",(312) 587-0015,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.7-eleven.com/?yext=33729,https://maps.google.com/?cid=204449831332141652,2.9,1.0,1.0,$,convenience store,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
601,73699,BP Amoco,-87.806976,41.945518,3611 N Harlem Ave,,Chicago,IL,60634.0,2237.0,COOK,False,False,ChIJURAlca_LD4gRnBv7ULZZ30g,BP,41.9455407,-87.8066465,"3611 North Harlem Avenue, Chicago",0,"3611 N Harlem Ave, Chicago, IL 60634, USA",(773) 282-3922,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.bp.com/,https://maps.google.com/?cid=5251014330114841500,3.7,,,,gas station,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
602,73725,Watkins Quality Products,-87.682861,41.748013,8010 S Western Ave,,Chicago,IL,60620.0,5936.0,COOK,False,False,ChIJa07uB-4vDogR_AaadF81puo,Watkins Quality Products,41.74785600000001,-87.68318500000001,"8010 South Western Avenue, Chicago",0,"8010 S Western Ave, Chicago, IL 60620, USA",(773) 737-5550,,,https://maps.google.com/?cid=16908260535103522556,4.5,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
603,73757,PLAZA FOOD & LIQUOR,-87.712311,41.855343,3459 W Ogden Ave,,Chicago,IL,60623.0,2506.0,COOK,False,False,ChIJ0cdCKGIyDogRi7_hT5gSlMk,Plaza Food & Liquor,41.8552688,-87.7122801,"3459 Ogden Avenue, Chicago",0,"3459 Ogden Ave, Chicago, IL 60623, USA",(773) 277-3500,"['Monday: 8:00 AM – 2:00 AM', 'Tuesday: 8:00 AM – 2:00 AM', 'Wednesday: 8:00 AM – 2:00 AM', 'Thursday: 8:00 AM – 2:00 AM', 'Friday: 8:00 AM – 2:00 AM', 'Saturday: Closed', 'Sunday: 8:00 AM – 12:00 AM']",,https://maps.google.com/?cid=14525255143561215883,4.0,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
604,73919,CONTINENTAL SALES,-87.742188,41.777821,6333 S Cicero Ave,,Chicago,IL,60638.0,5813.0,COOK,False,False,ChIJK4d64f0wDogRrpXAvUIPDaI,Continental Sales,41.7777004,-87.7418517,"6333 South Cicero Avenue, Chicago",0,"6333 S Cicero Ave, Chicago, IL 60638, USA",(773) 581-8100,"['Monday: 8:00 AM – 9:00 PM', 'Tuesday: 8:00 AM – 9:00 PM', 'Wednesday: 8:00 AM – 9:00 PM', 'Thursday: 8:00 AM – 9:00 PM', 'Friday: 8:00 AM – 9:00 PM', 'Saturday: 8:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 8:00 PM']",http://www.continentalsalvage.com/,https://maps.google.com/?cid=11677006188167337390,4.5,,,$,other,"['store', 'point_of_interest', 'establishment']",1,address first word
605,73963,Town Food & Liquor,-87.669624,41.779331,1813 W 63rd St,,Chicago,IL,60636.0,2101.0,COOK,False,False,ChIJt6duCE0uDogRh09LgLF_K40,Town & Food & Liquor,41.77907099999999,-87.669736,"1813 West 63rd Street, Chicago",0,"1813 W 63rd St, Chicago, IL 60636, USA",(773) 434-7004,"['Monday: 11:00 AM – 2:00 AM', 'Tuesday: 11:00 AM – 2:00 AM', 'Wednesday: 11:00 AM – 2:00 AM', 'Thursday: 11:00 AM – 2:00 AM', 'Friday: 11:00 AM – 2:00 AM', 'Saturday: 11:00 AM – 2:00 AM', 'Sunday: 11:00 AM – 2:00 AM']",,https://maps.google.com/?cid=10172364583684755335,4.0,,,,convenience store,"['liquor_store', 'store', 'point_of_interest', 'establishment']",1,address first word
606,73999,CHEHADE FOOD & LIQ INC,-87.68087,41.85463,2024 S Leavitt St,,Chicago,IL,60608.0,2526.0,COOK,False,False,ChIJsyj0954tDogRo7WzfK0_n1g,El Valle Food & Liquors,41.85402249999999,-87.681018,"2024 South Leavitt Street, Chicago",0,"2024 S Leavitt St, Chicago, IL 60608, USA",(312) 226-5428,,,https://maps.google.com/?cid=6385892810988696995,4.2,,,$$,convenience store,"['liquor_store', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
607,74013,Carniceria La Villa #2,-87.770927,41.919727,5800 W Grand Ave,First Floor,Chicago,IL,60639.0,,COOK,False,False,ChIJr0Xl0JjMD4gR3JO_s0ElbIY,Carniceria La Villa,41.9198261,-87.7709555,"5800 West Grand Avenue, Chicago",0,"5800 W Grand Ave, Chicago, IL 60639, USA",(773) 622-5453,"['Monday: 7:00 AM – 8:00 PM', 'Tuesday: 7:00 AM – 8:00 PM', 'Wednesday: 7:00 AM – 8:00 PM', 'Thursday: 7:00 AM – 8:00 PM', 'Friday: 7:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:00 AM – 8:00 PM']",,https://maps.google.com/?cid=9686157862685873116,4.2,,,,other,"['food', 'store', 'point_of_interest', 'establishment']",1,address first word
608,74171,JEWEL 3030,-87.586174,41.757832,7530 S Stony Island Ave,,Chicago,IL,60649.0,3914.0,COOK,False,False,ChIJC1eCXfIoDogRea35Ofk83I8,Western Union,41.758257,-87.58774600000001,"7530 S Stony Island Ave, As 0046496, Chicago",0,"7530 S Stony Island Ave, As 0046496, Chicago, IL 60649, USA",(800) 325-6000,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 4:00 PM', 'Sunday: 9:00 AM – 4:00 PM']",http://locations.westernunion.com/us/il/chicago/8c27d8b3942366d1b3a4a7d6d4676df4?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,https://maps.google.com/?cid=10366227483417226617,,,,,other,"['finance', 'point_of_interest', 'establishment']",3,name 1 and address 1 (more than one first) 
609,74183,ACE BAKERY,-87.646141,41.835045,3241 S Halsted St,,Chicago,IL,60608.0,6605.0,COOK,False,False,ChIJ5REJZDgsDogR6_VgUB_6L1o,Ace Bakery,41.8351497,-87.64607079999999,"3241 South Halsted Street, Chicago",0,"3241 S Halsted St, Chicago, IL 60608, USA",(312) 225-4973,"['Monday: 7:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 6:00 PM', 'Wednesday: 7:00 AM – 6:00 PM', 'Thursday: 7:00 AM – 6:00 PM', 'Friday: 7:00 AM – 6:00 PM', 'Saturday: 7:00 AM – 6:00 PM', 'Sunday: Closed']",http://www.acebakerychicago.com/,https://maps.google.com/?cid=6498687799718376939,4.1,,,$$,other,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
610,74355,Outlet Kingdom,-87.646049,41.831509,3449 S Halsted St,,Chicago,IL,60608.0,6707.0,COOK,False,False,ChIJOZU0_jksDogRIpJOkU7Dq8s,J & L Construction,41.83127599999999,-87.648185,"3449 South Lituanica Avenue, Chicago",0,"3449 S Lituanica Ave, Chicago, IL 60608, USA",(773) 719-6644,,http://www.jandlconstruction.com/contact-j-and-l-contruction.php,https://maps.google.com/?cid=14676038552929604130,,,,,other,"['general_contractor', 'point_of_interest', 'establishment']",1,address first word
611,74434,7-eleven 33496C,-87.62754100000002,41.874901,535 S State St,,Chicago,IL,60605.0,1616.0,COOK,False,False,ChIJhVcRDZgsDogRwom3YFnhh3U,7-Eleven,41.8748176,-87.6272924,"535 South State Street, Chicago",0,"535 S State St, Chicago, IL 60605, USA",(312) 765-0234,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.7-eleven.com/?yext=33496,https://maps.google.com/?cid=8468985398284487106,3.3,1.0,1.0,$,convenience store,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
612,74996,Rockwell Mini Mart Inc,-87.693787,41.96579000000001,4634 N Rockwell St,,Chicago,IL,60625.0,2941.0,COOK,False,False,ChIJFcyvnwjSD4gRE_7oNSky1I0,Rockwell Mini Mart,41.965886,-87.693863,"4634 North Rockwell Street, Chicago",0,"4634 N Rockwell St, Chicago, IL 60625, USA",(773) 478-2103,,,https://maps.google.com/?cid=10219848606990007827,3.7,,,,convenience store,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
613,75194,Mi Pueblito Mini Market,-87.703194,41.782463,6101 S Kedzie Ave,,Chicago,IL,60629.0,3318.0,COOK,False,False,ChIJayovttExDogRKZaaZjX9V54,Salvation Army,41.78469299999999,-87.70597380000001,"5950 South Spaulding Avenue, Chicago",Double Check- Address mismatch,"5950 S Spaulding Ave, Chicago, IL 60629, USA",(773) 434-0488,,http://www.salvationarmy.org/,https://maps.google.com/?cid=11409866586762941993,5.0,1.0,1.0,,other,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",1,name first word
614,75441,ROSEBUD FARM,-87.60985600000002,41.659073,525 E 130th St,,Chicago,IL,60628.0,6903.0,COOK,False,False,ChIJY0CgfrImDogRANp7ilS3AJY,Rosebud Farms,41.658247,-87.6084149,"525 East 130th Street, Chicago",0,"525 E 130th St, Chicago, IL 60628, USA",(773) 264-2634,"['Monday: 7:00 AM – 8:00 PM', 'Tuesday: 7:00 AM – 8:00 PM', 'Wednesday: 7:00 AM – 8:00 PM', 'Thursday: 7:00 AM – 8:00 PM', 'Friday: 7:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 6:00 PM']",,https://maps.google.com/?cid=10808840679417698816,3.4,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
615,75521,FOODSMART,-87.713188,41.931942,3415 W Diversey Ave,,Chicago,IL,60647.0,1220.0,COOK,False,False,ChIJw1YICHTND4gRkAXiEwqvOQI,Foodsmart,41.9316225,-87.71306469999999,"3415 West Diversey Avenue, Chicago",0,"3415 W Diversey Ave, Chicago, IL 60647, USA",(773) 384-1125,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.foodsmartstores.com/,https://maps.google.com/?cid=160351719566476688,4.4,,,$,convenience store,"['grocery_or_supermarket', 'liquor_store', 'food', 'store', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
616,75609,Amish & Healthy Foods Inc.,-87.68689,41.900097,1025 N Western Ave,,Chicago,IL,60622.0,3566.0,COOK,False,False,ChIJzZSmbLLSD4gRRFkEVprVBHA,Amish Healthy Foods,41.90017689999999,-87.6866604,"1025 North Western Avenue, Chicago",0,"1025 N Western Ave, Chicago, IL 60622, USA",(773) 278-1717,"['Monday: 9:00 AM – 9:00 PM', 'Tuesday: 9:00 AM – 9:00 PM', 'Wednesday: 9:00 AM – 9:00 PM', 'Thursday: 9:00 AM – 9:00 PM', 'Friday: 9:00 AM – 9:00 PM', 'Saturday: 9:00 AM – 7:00 PM', 'Sunday: 10:00 AM – 6:00 PM']",http://amishhealthyfoods.com/,https://maps.google.com/?cid=8071811290999576900,4.5,,,$$,grocery,"['grocery_or_supermarket', 'health', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
617,75638,Carniceria Guanajuato #3,-87.697838,41.93872800000001,3140 N California Ave,,Chicago,IL,60618.0,7034.0,COOK,False,False,ChIJhQRKfYDND4gRw9vo0ye1wsY,Carniceria Guanajuato,41.93883590000001,-87.69795739999999,"3140 North California Avenue, Chicago",0,"3140 N California Ave, Chicago, IL 60618, USA",(773) 267-7739,"['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']",,https://maps.google.com/?cid=14322208947655203779,4.1,,,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
618,75644,Roseland Gas & Food Corporation 0,-87.623108,41.692657,2 W 111th St,,Chicago,IL,60628.0,4208.0,COOK,False,False,ChIJ12TKjSskDogRbmmKIVNJBlA,Marathon Gas,41.6927986,-87.6233972,"2 West 111th Street, Chicago",0,"2 W 111th St, Chicago, IL 60628, USA",(773) 785-5587,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://mymarathonstation.com/StoreHome/99713,https://maps.google.com/?cid=5766376994288331118,,,,,gas station,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
619,75869,Addison & Austin Citgo,-87.776527,41.945827,6000 W Addison St,,Chicago,IL,60634.0,4209.0,COOK,False,False,ChIJx1pxhYfLD4gRjQpijMsH1Hs,Addison & Austin Citgo,41.9459973,-87.7767556,"6000 West Addison Street, Chicago",0,"6000 W Addison St, Chicago, IL 60634, USA",(773) 685-1288,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,https://maps.google.com/?cid=8922765332542786189,4.5,,,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
620,75917,J.J. PEPPERS FOOD STORE,-87.654877,41.969151,4800 N Sheridan Rd,,Chicago,IL,60640.0,3704.0,COOK,False,False,ChIJ4dHvltPTD4gRvhiCC82i6dg,J J Peppers Food Store,41.9692088,-87.65535779999999,"4800 North Sheridan Road, Chicago",0,"4800 N Sheridan Rd, Chicago, IL 60640, USA",(773) 275-7292,"['Monday: 6:00 AM – 2:00 AM', 'Tuesday: 6:00 AM – 2:00 AM', 'Wednesday: 6:00 AM – 2:00 AM', 'Thursday: 6:00 AM – 2:00 AM', 'Friday: 6:00 AM – 2:00 AM', 'Saturday: 6:00 AM – 2:00 AM', 'Sunday: 6:00 AM – 2:00 AM']",,https://maps.google.com/?cid=15630202983311087806,2.7,,,$,convenience store,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
621,76106,7-12 Food Mart Inc.,-87.794685,41.930939,6756 W Diversey Ave,,Chicago,IL,60707.0,1716.0,COOK,False,False,ChIJUUmgSXLLD4gRXBYcy6z4uck,Triangle Package Machinery Co,41.930464,-87.79234079999999,"6655 West Diversey Avenue, Chicago",0,"6655 W Diversey Ave, Chicago, IL 60707, USA",(773) 889-0200,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 10:00 AM – 6:00 PM', 'Wednesday: 10:00 AM – 6:00 PM', 'Thursday: 10:00 AM – 6:00 PM', 'Friday: 10:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",http://www.trianglepackage.com/,https://maps.google.com/?cid=14535922693340665436,4.0,,,,other,"['point_of_interest', 'establishment']",1,name second word
622,76180,Almuflihi Food & Liquor,-87.645248,41.79586,5404 S Halsted St,,Chicago,IL,60609.0,6167.0,COOK,False,False,ChIJq6qqqpouDogRWLbectJgQEs,Almuflihi Food & Liquor,41.79585429999999,-87.64551089999999,"5404 South Halsted Street, Chicago",0,"5404 S Halsted St, Chicago, IL 60609, USA",(773) 538-0564,,,https://maps.google.com/?cid=5422440408340674136,5.0,,,,convenience store,"['liquor_store', 'store', 'point_of_interest', 'establishment']",2,name 1 and address 1 (more than one first) 
623,76279,ALDI  58,-87.689941,41.961258,2431 W Montrose Ave,,Chicago,IL,60618.0,1605.0,COOK,False,False,ChIJz1A5fw7SD4gRZ7d5ojfaslQ,ALDI,41.9610415,-87.6899091,"2431 West Montrose, Chicago, Chicago",0,"2431 West Montrose, Chicago, Chicago, IL 60618, USA",(855) 955-2534,,https://www.aldi.us/,https://maps.google.com/?cid=6103180377524385639,,1.0,1.0,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,name first word
624,76310,"ONE STOP FOOD & LIQUOR, INC",-87.59875500000003,41.816879,4301 S Lake Park Ave,,Chicago,IL,60653.0,3703.0,COOK,False,False,ChIJJaSM2N8rDogRD6CiMLk1g5E,One Stop Food & Liqrs,41.8162115,-87.5982571,"4301 South Lake Park Avenue, Chicago",0,"4301 S Lake Park Ave, Chicago, IL 60653, USA",(773) 624-4444,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 6:00 PM']",http://www.onestopfoods.com/,https://maps.google.com/?cid=10485283426949832719,4.1,,,$$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
625,76379,Valley Of Jordan,-87.60112,41.799355,1009 E 53rd St,,Chicago,IL,60615.0,4311.0,COOK,False,False,ChIJn06DnkEpDogRkIZGa5TJq7w,Valley of Jordan Food,41.7992236,-87.6007666,"1009 East 53rd Street, Chicago",0,"1009 E 53rd St, Chicago, IL 60615, USA",(773) 363-9810,"['Monday: 9:00 AM – 9:00 PM', 'Tuesday: 9:00 AM – 9:00 PM', 'Wednesday: 9:00 AM – 9:00 PM', 'Thursday: 9:00 AM – 9:00 PM', 'Friday: 9:00 AM – 9:00 PM', 'Saturday: 9:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 9:00 PM']",,https://maps.google.com/?cid=13595181539440101008,4.1,,,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
626,76400,SHOP-N-SAVE,-87.621124,41.765549,135 E 71st St,,Chicago,IL,60619.0,1001.0,COOK,False,False,,,,,,0,0,0,0,0,0,0.0,,0.0,0,unknown,0,0,name second word
627,76440,7-Eleven 34199A,-87.739784,41.96793,4771 N Elston Ave,,Chicago,IL,60630.0,4002.0,COOK,False,False,ChIJ6fSObS3MD4gRD_E-cyTfes4,MoneyGram,41.9679016,-87.738779,"4771 North Elston Avenue, Chicago",0,"4771 N Elston Ave, Chicago, IL 60630, USA",(773) 283-2722,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://secure.moneygram.com/,https://maps.google.com/?cid=14878449666617176335,,,,,other,"['finance', 'point_of_interest', 'establishment']",1,address first word
628,76454,7-Eleven 33582B,-87.62593100000002,41.885818,58 E Lake St,,Chicago,IL,60601.0,5905.0,COOK,False,False,ChIJSSxMkKUsDogReBrgfUQU8CQ,QDOBA Mexican Eats,41.88468090000001,-87.6258995,"58 East Randolph Street, Chicago",0,"58 E Randolph St, Chicago, IL 60601, USA",(312) 629-1190,"['Monday: 7:00 AM – 11:00 PM', 'Tuesday: 7:00 AM – 11:00 PM', 'Wednesday: 7:00 AM – 11:00 PM', 'Thursday: 7:00 AM – 11:00 PM', 'Friday: 7:00 AM – 11:00 PM', 'Saturday: 9:00 AM – 11:00 PM', 'Sunday: 9:00 AM – 9:00 PM']",https://www.qdoba.com/,https://maps.google.com/?cid=2661649664178133624,3.9,1.0,1.0,$,other,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,address first word
629,76648,7-Eleven 33731A,-87.651169,41.880474,954 W Monroe St,,Chicago,IL,60607.0,2632.0,COOK,False,False,ChIJ4wJec9wsDogRGNxBFmZqcw4,7-Eleven,41.8805654,-87.65186539999999,"954 West Monroe Street, Chicago",0,"954 W Monroe St, Chicago, IL 60607, USA",(312) 421-5636,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.7-eleven.com/?yext=33731,https://maps.google.com/?cid=1041292925545339928,3.8,1.0,1.0,$$,convenience store,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
630,76733,SAVE-A-LOT 882,-87.617386,41.780254,344 E 63rd St,,Chicago,IL,60637.0,3155.0,COOK,False,False,ChIJM_XJfCspDogRcTECIkLTJLU,Save-A-Lot,41.7804841,-87.6167648,"344 East 63rd Street, Chicago",0,"344 E 63rd St, Chicago, IL 60637, USA",(773) 363-1835,"['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']",http://stores.save-a-lot.com/344-63rd-st-chicago-il,https://maps.google.com/?cid=13052789901018411377,3.6,1.0,1.0,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
631,76765,Circle K 6736,-87.63765,41.896568,350 W Chicago Ave,,Chicago,IL,60654.0,3524.0,COOK,False,False,ChIJxyAKl0rTD4gRHMyJqEHClj4,Shell,41.8968309,-87.6377658,"350 West Chicago Avenue, Chicago",0,"350 W Chicago Ave, Chicago, IL 60654, USA",(312) 475-1557,,http://www.circlek.com/,https://maps.google.com/?cid=4510005664114396188,3.8,1.0,1.0,,gas station,"['gas_station', 'point_of_interest', 'establishment']",1,address first word
632,76772,Cake Brothers Bakery,-87.795372,41.909073,6808 W North Ave,,Chicago,IL,60707.0,4411.0,COOK,False,False,ChIJQb6m6EfLD4gRyl1VoPJ7eS8,Cake Bros. Bakery,41.9094084,-87.7952607,"6808 West North Avenue, Chicago",0,"6808 W North Ave, Chicago, IL 60707, USA",(773) 237-8000,,,https://maps.google.com/?cid=3420901673966853578,3.2,,,$$,other,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",1,name first word
633,76773,Carniceria Guanajuato,-87.758163,41.924129,5250 W Fullerton Ave,,Chicago,IL,60639.0,1402.0,COOK,False,False,ChIJ2e10OZPMD4gRUhKX-1yYuEk,Carniceria Guanajuato,41.9243039,-87.75830479999999,"5250 West Fullerton Avenue, Chicago",0,"5250 W Fullerton Ave, Chicago, IL 60639, USA",(773) 836-1343,"['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']",,https://maps.google.com/?cid=5312163285608895058,3.7,,,$,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
634,76982,Carniceria Y Fruteria Favela,-87.697754,41.786282,2959 W 59th St,,Chicago,IL,60629.0,2243.0,COOK,False,False,ChIJ0YCXjyguDogR07NpML-hMYM,Supermercado Sanchez,41.786631,-87.6946682,"2824 West 59th Street, Chicago",Double Check- Address mismatch,"2824 W 59th St, Chicago, IL 60629, USA",(773) 925-9746,"['Monday: 7:45 AM – 6:00 PM', 'Tuesday: 7:45 AM – 6:00 PM', 'Wednesday: 7:45 AM – 6:00 PM', 'Thursday: 7:45 AM – 6:00 PM', 'Friday: 7:45 AM – 6:00 PM', 'Saturday: 7:45 AM – 6:00 PM', 'Sunday: Closed']",,https://maps.google.com/?cid=9453514935350440915,4.6,,,,grocery,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1,name first word
635,77045,Szymanski Deli,-87.777458,41.953102,6016 W Irving Park Rd,,Chicago,IL,60634.0,2520.0,COOK,False,False,ChIJv5vzGIrLD4gRx8IYhemnDRo,Szymanski Deli & Liquors,41.9532439,-87.7774799,"6016 West Irving Park Road, Chicago",0,"6016 W Irving Park Rd, Chicago, IL 60634, USA",(773) 202-0886,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 8:00 PM']",,https://maps.google.com/?cid=1877341241085575879,4.3,,,$,convenience store,"['liquor_store', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
636,77082,7-Eleven 33508C,-87.663475,41.920994,2181 N Clybourn Ave,,Chicago,IL,60614.0,4035.0,COOK,False,False,ChIJxzk5BOTSD4gR5oWwaV3Fnsc,7-Eleven,41.92120439999999,-87.6634298,"2181 North Clybourn Avenue, Chicago",0,"2181 N Clybourn Ave, Chicago, IL 60614, USA",(773) 327-8601,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",http://www.7-eleven.com/?yext=33508,https://maps.google.com/?cid=14384151264863749606,1.7,1.0,1.0,$,convenience store,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",1,address first word
